,title,artist,peakPos,lastPos,weeks,rank,isNew,date,track_uri
67999,Thinking Out Loud,Ed Sheeran,2,3,24,3,False,2015-04-04,spotify:track:0k32ImCRqflvv6YgEZ8QP6
68000,Love Me Like You Do,Ellie Goulding,3,4,11,4,False,2015-04-04,spotify:track:3zHq9ouUJQFQRf3cm1rRLu
68001,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,4,5,9,5,False,2015-04-04,spotify:track:78TTtXnFQPzwqlbtbwqN0y
68002,Earned It (Fifty Shades Of Grey),The Weeknd,6,6,13,6,False,2015-04-04,spotify:track:4frLb7nWtsz2ymBE6k2GRP
68003,Style,Taylor Swift,6,7,15,7,False,2015-04-04,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5
68004,Trap Queen,Fetty Wap,8,10,9,8,False,2015-04-04,spotify:track:2d8JP84HNLKhmd6IYOoupQ
68005,Time Of Our Lives,Pitbull & Ne-Yo,9,9,15,9,False,2015-04-04,spotify:track:0peuBPX1WVjq3yY5dtR6zq
68006,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,10,13,19,10,False,2015-04-04,spotify:track:4JgZMoKzK4IqfbpxsixS6I
68007,Blank Space,Taylor Swift,1,12,21,11,False,2015-04-04,spotify:track:1p80LdxRV74UKvL8gnD7ky
68008,Take Me To Church,Hozier,2,11,32,12,False,2015-04-04,spotify:track:1CS7Sd1u5tWkstBhpssyjP
68009,Somebody,Natalie La Rose Featuring Jeremih,13,15,9,13,False,2015-04-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
68010,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,14,14,9,14,False,2015-04-04,spotify:track:7e44z4wOjkllaD8eulUeMd
68011,Shut Up And Dance,WALK THE MOON,15,21,19,15,False,2015-04-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
68012,One Last Time,Ariana Grande,16,18,6,16,False,2015-04-04,spotify:track:7xoUc6faLbCqZO6fQEYprd
68013,Lips Are Movin,Meghan Trainor,4,17,22,17,False,2015-04-04,spotify:track:6gj08XDlv9Duc2fPOxUmVD
68014,Lay Me Down,Sam Smith,8,8,7,18,False,2015-04-04,spotify:track:1kAwTFkvBoW1gDPTCzE2Ey
68015,I Don't Mind,Usher Featuring Juicy J,11,16,18,19,False,2015-04-04,spotify:track:7aXuop4Qambx5Oi3ynsKQr
68016,Chains,Nick Jonas,20,20,8,20,False,2015-04-04,spotify:track:5Eg4TsPcqNbIjd8ADMZosg
68017,Take Your Time,Sam Hunt,21,27,12,21,False,2015-04-04,spotify:track:6DEaND0SHv3sC11xobZLiy
68018,Ayo,Chris Brown & Tyga,22,23,11,22,False,2015-04-04,spotify:track:0k6DnZMLoEUH8NGD5zh2SE
68019,I'm Not The Only One,Sam Smith,5,19,29,23,False,2015-04-04,spotify:track:4RYQQajHToempAp8DhWasp
68020,Shake It Off,Taylor Swift,1,22,31,24,False,2015-04-04,spotify:track:5xTtaWoae3wi06K5WfVUUH
68021,All About That Bass,Meghan Trainor,1,28,37,25,False,2015-04-04,spotify:track:5jE48hhRu8E6zBDPRSkEq7
68097,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,7,1,False,2015-05-04,spotify:track:7KA4W4McWYRpgf0fWsJZWB
68098,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,2,24,2,False,2015-05-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
68099,Trap Queen,Fetty Wap,3,5,14,3,False,2015-05-04,spotify:track:2d8JP84HNLKhmd6IYOoupQ
68100,Earned It (Fifty Shades Of Grey),The Weeknd,3,3,18,4,False,2015-05-04,spotify:track:4frLb7nWtsz2ymBE6k2GRP
68101,Sugar,Maroon 5,2,4,15,5,False,2015-05-04,spotify:track:2iuZJX9X9P0GKaE93xcPjk
68102,Love Me Like You Do,Ellie Goulding,3,6,16,6,False,2015-05-04,spotify:track:3zHq9ouUJQFQRf3cm1rRLu
68103,Shut Up And Dance,WALK THE MOON,7,8,24,7,False,2015-05-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
68104,Thinking Out Loud,Ed Sheeran,2,7,29,8,False,2015-05-04,spotify:track:0k32ImCRqflvv6YgEZ8QP6
68105,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,8,9,24,9,False,2015-05-04,spotify:track:4JgZMoKzK4IqfbpxsixS6I
68106,Want To Want Me,Jason Derulo,10,11,7,10,False,2015-05-04,spotify:track:7oGZAicScQt96OAW4AruYy
68107,Somebody,Natalie La Rose Featuring Jeremih,10,10,14,11,False,2015-05-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
68108,Style,Taylor Swift,6,12,20,12,False,2015-05-04,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5
68109,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,15,16,13,False,2015-05-04,spotify:track:0fgZUSa7D7aVvv3GfO0A1n
68110,One Last Time,Ariana Grande,13,13,11,14,False,2015-05-04,spotify:track:7xoUc6faLbCqZO6fQEYprd
68111,Chains,Nick Jonas,13,14,13,15,False,2015-05-04,spotify:track:5Eg4TsPcqNbIjd8ADMZosg
68112,Talking Body,Tove Lo,16,18,13,16,False,2015-05-04,spotify:track:2tpfxAXiI52znho4WE3XFA
68113,Nasty Freestyle,T-Wayne,17,43,2,17,False,2015-05-04,spotify:track:0PT7nlpo11hYYyfnBgtilT
68114,Girl Crush,Little Big Town,18,25,10,18,False,2015-05-04,spotify:track:11qh54D0PKkBwelpDxxiEU
68115,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",19,27,5,19,False,2015-05-04,spotify:track:7CfaZQbPvsatNcnSO2I2JU
68116,Dear Future Husband,Meghan Trainor,20,24,15,20,False,2015-05-04,spotify:track:3cU2wBxuV6nFiuf6PJZNlC
68117,Lay Me Down,Sam Smith,8,20,12,21,False,2015-05-04,spotify:track:1kAwTFkvBoW1gDPTCzE2Ey
68118,B**** Better Have My Money,Rihanna,17,17,5,22,False,2015-05-04,spotify:track:0NTMtAO2BV4tnGvw9EgBVq
68119,Take Your Time,Sam Hunt,20,21,17,23,False,2015-05-04,spotify:track:6DEaND0SHv3sC11xobZLiy
68120,Blank Space,Taylor Swift,1,23,26,24,False,2015-05-04,spotify:track:1p80LdxRV74UKvL8gnD7ky
68121,Time Of Our Lives,Pitbull & Ne-Yo,9,19,20,25,False,2015-05-04,spotify:track:0peuBPX1WVjq3yY5dtR6zq
68197,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,53,4,1,False,2015-06-04,spotify:track:273dCMFseLcVsoSWx59IoE
68198,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,11,2,False,2015-06-04,spotify:track:7KA4W4McWYRpgf0fWsJZWB
68199,Trap Queen,Fetty Wap,2,2,18,3,False,2015-06-04,spotify:track:2d8JP84HNLKhmd6IYOoupQ
68200,Shut Up And Dance,WALK THE MOON,4,4,28,4,False,2015-06-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
68201,Earned It (Fifty Shades Of Grey),The Weeknd,3,3,22,5,False,2015-06-04,spotify:track:4frLb7nWtsz2ymBE6k2GRP
68202,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,5,28,6,False,2015-06-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
68203,Want To Want Me,Jason Derulo,6,6,11,7,False,2015-06-04,spotify:track:7oGZAicScQt96OAW4AruYy
68204,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,11,9,8,False,2015-06-04,spotify:track:7CfaZQbPvsatNcnSO2I2JU
68205,Sugar,Maroon 5,2,7,19,9,False,2015-06-04,spotify:track:2iuZJX9X9P0GKaE93xcPjk
68206,Nasty Freestyle,T-Wayne,9,9,6,10,False,2015-06-04,spotify:track:0PT7nlpo11hYYyfnBgtilT
68207,Love Me Like You Do,Ellie Goulding,3,8,20,11,False,2015-06-04,spotify:track:3zHq9ouUJQFQRf3cm1rRLu
68208,"Honey, I'm Good.",Andy Grammer,12,12,13,12,False,2015-06-04,spotify:track:4MflGTO2ZTcSQ12bWcyRgI
68209,Talking Body,Tove Lo,13,13,17,13,False,2015-06-04,spotify:track:2tpfxAXiI52znho4WE3XFA
68210,Dear Future Husband,Meghan Trainor,14,17,19,14,False,2015-06-04,spotify:track:3cU2wBxuV6nFiuf6PJZNlC
68211,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,15,20,15,False,2015-06-04,spotify:track:0fgZUSa7D7aVvv3GfO0A1n
68212,Thinking Out Loud,Ed Sheeran,2,10,33,16,False,2015-06-04,spotify:track:0k32ImCRqflvv6YgEZ8QP6
68213,Worth It,Fifth Harmony Featuring Kid Ink,17,19,14,17,False,2015-06-04,spotify:track:1qRA5BS78u3gME0loMl9AA
68214,You Know You Like It,DJ Snake & AlunaGeorge,18,18,9,18,False,2015-06-04,spotify:track:4Z694eBT0HHpWb4cEwzVX0
68215,Somebody,Natalie La Rose Featuring Jeremih,10,16,18,19,False,2015-06-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
68216,Where Are U Now,Skrillex & Diplo With Justin Bieber,20,22,12,20,False,2015-06-04,spotify:track:66hayvUbTotekKU3H4ta1f
68217,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,8,14,28,21,False,2015-06-04,spotify:track:4JgZMoKzK4IqfbpxsixS6I
68218,Girl Crush,Little Big Town,18,23,14,22,False,2015-06-04,spotify:track:11qh54D0PKkBwelpDxxiEU
68219,Style,Taylor Swift,6,20,24,23,False,2015-06-04,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5
68220,B**** Better Have My Money,Rihanna,17,25,9,24,False,2015-06-04,spotify:track:0NTMtAO2BV4tnGvw9EgBVq
68221,Watch Me,Silento,25,27,13,25,False,2015-06-04,spotify:track:5RIVoVdkDLEygELLCniZFr
68297,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,15,1,False,2015-07-04,spotify:track:7KA4W4McWYRpgf0fWsJZWB
68298,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,2,8,2,False,2015-07-04,spotify:track:273dCMFseLcVsoSWx59IoE
68299,Trap Queen,Fetty Wap,2,3,22,3,False,2015-07-04,spotify:track:2d8JP84HNLKhmd6IYOoupQ
68300,Cheerleader,OMI,4,7,9,4,False,2015-07-04,spotify:track:023OVLNzXhX0j7CxswUt6D
68301,Shut Up And Dance,WALK THE MOON,4,4,32,5,False,2015-07-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
68302,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,6,32,6,False,2015-07-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
68303,Want To Want Me,Jason Derulo,5,5,15,7,False,2015-07-04,spotify:track:7oGZAicScQt96OAW4AruYy
68304,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,9,13,8,False,2015-07-04,spotify:track:7CfaZQbPvsatNcnSO2I2JU
68305,"Honey, I'm Good.",Andy Grammer,9,10,17,9,False,2015-07-04,spotify:track:4MflGTO2ZTcSQ12bWcyRgI
68306,Earned It (Fifty Shades Of Grey),The Weeknd,3,8,26,10,False,2015-07-04,spotify:track:4frLb7nWtsz2ymBE6k2GRP
68307,Watch Me,Silento,11,11,17,11,False,2015-07-04,spotify:track:5RIVoVdkDLEygELLCniZFr
68308,Can't Feel My Face,The Weeknd,12,24,2,12,False,2015-07-04,spotify:track:2TZu0eg6gBNwbqPyzSDqnf
68309,Fight Song,Rachel Platten,13,19,10,13,False,2015-07-04,spotify:track:37f4ITSlgPX81ad2EvmVQr
68310,Worth It,Fifth Harmony Featuring Kid Ink,14,15,18,14,False,2015-07-04,spotify:track:1qRA5BS78u3gME0loMl9AA
68311,Where Are U Now,Skrillex & Diplo With Justin Bieber,15,16,16,15,False,2015-07-04,spotify:track:66hayvUbTotekKU3H4ta1f
68312,Talking Body,Tove Lo,12,14,21,16,False,2015-07-04,spotify:track:2tpfxAXiI52znho4WE3XFA
68313,Lean On,Major Lazer & DJ Snake Featuring MO,17,20,11,17,False,2015-07-04,spotify:track:1Lim1Py7xBgbAkAys3AGAG
68314,You Know You Like It,DJ Snake & AlunaGeorge,13,13,13,18,False,2015-07-04,spotify:track:4Z694eBT0HHpWb4cEwzVX0
68315,Sugar,Maroon 5,2,12,23,19,False,2015-07-04,spotify:track:2iuZJX9X9P0GKaE93xcPjk
68316,Thinking Out Loud,Ed Sheeran,2,21,37,20,False,2015-07-04,spotify:track:0k32ImCRqflvv6YgEZ8QP6
68317,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,17,24,21,False,2015-07-04,spotify:track:0fgZUSa7D7aVvv3GfO0A1n
68318,The Hills,The Weeknd,20,23,4,22,False,2015-07-04,spotify:track:7fBv7CLKzipRk6EC6TWHOB
68319,Nasty Freestyle,T-Wayne,9,18,10,23,False,2015-07-04,spotify:track:0PT7nlpo11hYYyfnBgtilT
68320,Love Me Like You Do,Ellie Goulding,3,22,24,24,False,2015-07-04,spotify:track:3zHq9ouUJQFQRf3cm1rRLu
68321,This Summer's Gonna Hurt...,Maroon 5,23,25,6,25,False,2015-07-04,spotify:track:0ZsqT1rBAlH9H9unxBVbMB
68397,Cheerleader,OMI,1,1,14,1,False,2015-08-04,spotify:track:023OVLNzXhX0j7CxswUt6D
68398,Can't Feel My Face,The Weeknd,2,2,7,2,False,2015-08-04,spotify:track:2TZu0eg6gBNwbqPyzSDqnf
68399,Watch Me,Silento,3,5,22,3,False,2015-08-04,spotify:track:5RIVoVdkDLEygELLCniZFr
68400,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,4,13,4,False,2015-08-04,spotify:track:273dCMFseLcVsoSWx59IoE
68401,See You Again,Wiz Khalifa Featuring Charlie Puth,1,3,20,5,False,2015-08-04,spotify:track:7KA4W4McWYRpgf0fWsJZWB
68402,Trap Queen,Fetty Wap,2,6,27,6,False,2015-08-04,spotify:track:2d8JP84HNLKhmd6IYOoupQ
68403,My Way,Fetty Wap Featuring Monty,7,87,3,7,False,2015-08-04,spotify:track:7gdhZ5u9T1tmvd3zud1yQZ
68404,Fight Song,Rachel Platten,8,8,15,8,False,2015-08-04,spotify:track:37f4ITSlgPX81ad2EvmVQr
68405,Shut Up And Dance,WALK THE MOON,4,7,37,9,False,2015-08-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
68406,Lean On,Major Lazer & DJ Snake Featuring MO,9,9,16,10,False,2015-08-04,spotify:track:1Lim1Py7xBgbAkAys3AGAG
68407,The Hills,The Weeknd,10,10,9,11,False,2015-08-04,spotify:track:7fBv7CLKzipRk6EC6TWHOB
68408,Worth It,Fifth Harmony Featuring Kid Ink,12,14,23,12,False,2015-08-04,spotify:track:1qRA5BS78u3gME0loMl9AA
68409,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,12,21,13,False,2015-08-04,spotify:track:66hayvUbTotekKU3H4ta1f
68410,"Honey, I'm Good.",Andy Grammer,9,13,22,14,False,2015-08-04,spotify:track:4MflGTO2ZTcSQ12bWcyRgI
68411,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,11,18,15,False,2015-08-04,spotify:track:7CfaZQbPvsatNcnSO2I2JU
68412,Good For You,Selena Gomez Featuring A$AP Rocky,9,16,5,16,False,2015-08-04,spotify:track:6mvqrFBASSbxRSfG3jUJpC
68413,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,15,37,17,False,2015-08-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
68414,679,Fetty Wap Featuring Remy Boyz,18,18,4,18,False,2015-08-04,spotify:track:5NQbUaeTEOGdD6hHcre0dZ
68415,Want To Want Me,Jason Derulo,5,17,20,19,False,2015-08-04,spotify:track:7oGZAicScQt96OAW4AruYy
68416,Photograph,Ed Sheeran,20,21,11,20,False,2015-08-04,spotify:track:5Ab5hXkvll8TIx4KTI9QLc
68417,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,19,29,21,False,2015-08-04,spotify:track:0fgZUSa7D7aVvv3GfO0A1n
68418,She's Kinda Hot,5 Seconds Of Summer,22,0,1,22,True,2015-08-04,spotify:track:5fsQSDifYpjfbCqvZKPVBj
68419,Sugar,Maroon 5,2,20,28,23,False,2015-08-04,spotify:track:2iuZJX9X9P0GKaE93xcPjk
68420,Cool For The Summer,Demi Lovato,24,31,4,24,False,2015-08-04,spotify:track:3uwnnTQcHM1rDqSfA4gQNz
68421,Classic Man,Jidenna Featuring Roman GianArthur,25,27,12,25,False,2015-08-04,spotify:track:3G7XYAwtxtoGK7fAm4IlD9
68497,Cheerleader,OMI,1,1,18,1,False,2015-09-04,spotify:track:023OVLNzXhX0j7CxswUt6D
68498,Can't Feel My Face,The Weeknd,1,2,11,2,False,2015-09-04,spotify:track:2TZu0eg6gBNwbqPyzSDqnf
68499,Watch Me,Silento,3,3,26,3,False,2015-09-04,spotify:track:5RIVoVdkDLEygELLCniZFr
68500,Lean On,Major Lazer & DJ Snake Featuring MO,4,4,20,4,False,2015-09-04,spotify:track:1Lim1Py7xBgbAkAys3AGAG
68501,The Hills,The Weeknd,5,5,13,5,False,2015-09-04,spotify:track:7fBv7CLKzipRk6EC6TWHOB
68502,Good For You,Selena Gomez Featuring A$AP Rocky,6,10,9,6,False,2015-09-04,spotify:track:6mvqrFBASSbxRSfG3jUJpC
68503,Fight Song,Rachel Platten,6,6,19,7,False,2015-09-04,spotify:track:37f4ITSlgPX81ad2EvmVQr
68504,679,Fetty Wap Featuring Remy Boyz,8,13,8,8,False,2015-09-04,spotify:track:5NQbUaeTEOGdD6hHcre0dZ
68505,Trap Queen,Fetty Wap,2,7,31,9,False,2015-09-04,spotify:track:2d8JP84HNLKhmd6IYOoupQ
68506,Shut Up And Dance,WALK THE MOON,4,14,41,10,False,2015-09-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
68507,My Way,Fetty Wap Featuring Monty,7,8,7,11,False,2015-09-04,spotify:track:7gdhZ5u9T1tmvd3zud1yQZ
68508,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,9,17,12,False,2015-09-04,spotify:track:273dCMFseLcVsoSWx59IoE
68509,See You Again,Wiz Khalifa Featuring Charlie Puth,1,11,24,13,False,2015-09-04,spotify:track:7KA4W4McWYRpgf0fWsJZWB
68510,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,12,25,14,False,2015-09-04,spotify:track:66hayvUbTotekKU3H4ta1f
68511,Photograph,Ed Sheeran,15,15,15,15,False,2015-09-04,spotify:track:5Ab5hXkvll8TIx4KTI9QLc
68512,Locked Away,R. City Featuring Adam Levine,16,25,5,16,False,2015-09-04,spotify:track:7x5xYW5W42OGPAdHUyyguy
68513,Cool For The Summer,Demi Lovato,16,16,8,17,False,2015-09-04,spotify:track:3uwnnTQcHM1rDqSfA4gQNz
68514,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,17,41,18,False,2015-09-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
68515,Worth It,Fifth Harmony Featuring Kid Ink,12,18,27,19,False,2015-09-04,spotify:track:1qRA5BS78u3gME0loMl9AA
68516,Want To Want Me,Jason Derulo,5,20,24,20,False,2015-09-04,spotify:track:7oGZAicScQt96OAW4AruYy
68517,"Honey, I'm Good.",Andy Grammer,9,19,26,21,False,2015-09-04,spotify:track:4MflGTO2ZTcSQ12bWcyRgI
68518,Classic Man,Jidenna Featuring Roman GianArthur,22,23,16,22,False,2015-09-04,spotify:track:3G7XYAwtxtoGK7fAm4IlD9
68519,Uma Thurman,Fall Out Boy,23,24,20,23,False,2015-09-04,spotify:track:5PUawWFG1oIS2NwEcyHaCr
68520,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,21,33,24,False,2015-09-04,spotify:track:0fgZUSa7D7aVvv3GfO0A1n
68521,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,25,30,10,25,False,2015-09-04,spotify:track:7rl1z4j7MurMDnn9rHh4M2
68597,The Hills,The Weeknd,1,1,18,1,False,2015-10-04,spotify:track:7fBv7CLKzipRk6EC6TWHOB
68598,What Do You Mean?,Justin Bieber,1,2,4,2,False,2015-10-04,spotify:track:5jthu3LhI8lshcj1kmrWA5
68599,Can't Feel My Face,The Weeknd,1,3,16,3,False,2015-10-04,spotify:track:2TZu0eg6gBNwbqPyzSDqnf
68600,Hotline Bling,Drake,4,9,8,4,False,2015-10-04,spotify:track:0wwPcA6wtMf6HUMpIRdeP7
68601,Watch Me,Silento,3,4,31,5,False,2015-10-04,spotify:track:5RIVoVdkDLEygELLCniZFr
68602,679,Fetty Wap Featuring Remy Boyz,6,7,13,6,False,2015-10-04,spotify:track:5NQbUaeTEOGdD6hHcre0dZ
68603,Locked Away,R. City Featuring Adam Levine,6,6,10,7,False,2015-10-04,spotify:track:7x5xYW5W42OGPAdHUyyguy
68604,Good For You,Selena Gomez Featuring A$AP Rocky,5,5,14,8,False,2015-10-04,spotify:track:6mvqrFBASSbxRSfG3jUJpC
68605,Cheerleader,OMI,1,8,23,9,False,2015-10-04,spotify:track:023OVLNzXhX0j7CxswUt6D
68606,Wildest Dreams,Taylor Swift,10,13,5,10,False,2015-10-04,spotify:track:1Ov37jtRQ2YNAe8HzfczkL
68607,Stitches,Shawn Mendes,11,12,18,11,False,2015-10-04,spotify:track:5jsw9uXEGuKyJzs0boZ1bT
68608,Lean On,Major Lazer & DJ Snake Featuring MO,4,10,25,12,False,2015-10-04,spotify:track:1Lim1Py7xBgbAkAys3AGAG
68609,Photograph,Ed Sheeran,10,11,20,13,False,2015-10-04,spotify:track:5Ab5hXkvll8TIx4KTI9QLc
68610,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,27,46,14,False,2015-10-04,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
68611,My Way,Fetty Wap Featuring Monty,7,15,12,15,False,2015-10-04,spotify:track:7gdhZ5u9T1tmvd3zud1yQZ
68612,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",16,16,5,16,False,2015-10-04,spotify:track:5pfJsMwoRYKampPay8amX0
68613,Cool For The Summer,Demi Lovato,11,14,13,17,False,2015-10-04,spotify:track:3uwnnTQcHM1rDqSfA4gQNz
68614,Trap Queen,Fetty Wap,2,17,36,18,False,2015-10-04,spotify:track:2d8JP84HNLKhmd6IYOoupQ
68615,Fight Song,Rachel Platten,6,18,24,19,False,2015-10-04,spotify:track:37f4ITSlgPX81ad2EvmVQr
68616,Hit The Quan,iLoveMemphis,20,21,6,20,False,2015-10-04,spotify:track:4OjuzM3rTWp3q60mEldNSF
68617,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,21,22,15,21,False,2015-10-04,spotify:track:7rl1z4j7MurMDnn9rHh4M2
68618,On My Mind,Ellie Goulding,22,0,1,22,True,2015-10-04,spotify:track:0AgfdRRYOLdi8tnWi3sLqv
68619,See You Again,Wiz Khalifa Featuring Charlie Puth,1,23,29,23,False,2015-10-04,spotify:track:7KA4W4McWYRpgf0fWsJZWB
68620,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,19,30,24,False,2015-10-04,spotify:track:66hayvUbTotekKU3H4ta1f
68621,Drag Me Down,One Direction,3,24,8,25,False,2015-10-04,spotify:track:2K87XMYnUMqLcX3zvtAF4G
68697,The Hills,The Weeknd,1,1,22,1,False,2015-11-04,spotify:track:7fBv7CLKzipRk6EC6TWHOB
68698,Hotline Bling,Drake,2,2,12,2,False,2015-11-04,spotify:track:0wwPcA6wtMf6HUMpIRdeP7
68699,What Do You Mean?,Justin Bieber,1,3,8,3,False,2015-11-04,spotify:track:5jthu3LhI8lshcj1kmrWA5
68700,Stitches,Shawn Mendes,4,5,22,4,False,2015-11-04,spotify:track:5jsw9uXEGuKyJzs0boZ1bT
68701,Wildest Dreams,Taylor Swift,5,6,9,5,False,2015-11-04,spotify:track:1Ov37jtRQ2YNAe8HzfczkL
68702,679,Fetty Wap Featuring Remy Boyz,4,4,17,6,False,2015-11-04,spotify:track:5NQbUaeTEOGdD6hHcre0dZ
68703,Can't Feel My Face,The Weeknd,1,7,20,7,False,2015-11-04,spotify:track:2TZu0eg6gBNwbqPyzSDqnf
68704,Locked Away,R. City Featuring Adam Levine,6,8,14,8,False,2015-11-04,spotify:track:7x5xYW5W42OGPAdHUyyguy
68705,Watch Me,Silento,3,9,35,9,False,2015-11-04,spotify:track:5RIVoVdkDLEygELLCniZFr
68706,Perfect,One Direction,10,0,1,10,True,2015-11-04,spotify:track:3NLnwwAQbbFKcEcV8hDItk
68707,Lean On,Major Lazer & DJ Snake Featuring MO,4,11,29,11,False,2015-11-04,spotify:track:1Lim1Py7xBgbAkAys3AGAG
68708,Jumpman,Drake & Future,12,13,5,12,False,2015-11-04,spotify:track:27GmP9AWRs744SzKcpJsTZ
68709,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",12,12,9,13,False,2015-11-04,spotify:track:5pfJsMwoRYKampPay8amX0
68710,Good For You,Selena Gomez Featuring A$AP Rocky,5,10,18,14,False,2015-11-04,spotify:track:6mvqrFBASSbxRSfG3jUJpC
68711,Ex's & Oh's,Elle King,15,16,16,15,False,2015-11-04,spotify:track:70eDxAyAraNTiD6lx2ZEnH
68712,Same Old Love,Selena Gomez,16,18,6,16,False,2015-11-04,spotify:track:1BZG99C7Co1r6QUC3zaS59
68713,Renegades,X Ambassadors,17,20,28,17,False,2015-11-04,spotify:track:0fYVliAYKHuPmECRs1pbRf
68714,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,18,24,16,18,False,2015-11-04,spotify:track:2YlZnw2ikdb837oKMKjBkW
68715,On My Mind,Ellie Goulding,19,22,5,19,False,2015-11-04,spotify:track:0AgfdRRYOLdi8tnWi3sLqv
68716,Here,Alessia Cara,20,23,12,20,False,2015-11-04,spotify:track:5zUQZjVB6bfewBXWqsP9PY
68717,Hit The Quan,iLoveMemphis,15,15,10,21,False,2015-11-04,spotify:track:4OjuzM3rTWp3q60mEldNSF
68718,Cheerleader,OMI,1,14,27,22,False,2015-11-04,spotify:track:023OVLNzXhX0j7CxswUt6D
68719,Trap Queen,Fetty Wap,2,19,40,23,False,2015-11-04,spotify:track:2d8JP84HNLKhmd6IYOoupQ
68720,Drag Me Down,One Direction,3,26,12,24,False,2015-11-04,spotify:track:2K87XMYnUMqLcX3zvtAF4G
68721,Photograph,Ed Sheeran,10,17,24,25,False,2015-11-04,spotify:track:5Ab5hXkvll8TIx4KTI9QLc
68797,Hello,Adele,1,1,4,1,False,2015-12-04,spotify:track:62PaSfnXSMyLshYJrlTuL3
68798,Sorry,Justin Bieber,2,3,4,2,False,2015-12-04,spotify:track:09CtPGIpYB4BrO8qb1RGsF
68799,Hotline Bling,Drake,2,2,16,3,False,2015-12-04,spotify:track:0wwPcA6wtMf6HUMpIRdeP7
68800,Love Yourself,Justin Bieber,4,0,1,4,True,2015-12-04,spotify:track:50kpGaPAhYJ3sGmk6vplg0
68801,What Do You Mean?,Justin Bieber,1,6,12,5,False,2015-12-04,spotify:track:5jthu3LhI8lshcj1kmrWA5
68802,The Hills,The Weeknd,1,4,26,6,False,2015-12-04,spotify:track:7fBv7CLKzipRk6EC6TWHOB
68803,Stitches,Shawn Mendes,4,5,26,7,False,2015-12-04,spotify:track:5jsw9uXEGuKyJzs0boZ1bT
68804,679,Fetty Wap Featuring Remy Boyz,4,7,21,8,False,2015-12-04,spotify:track:5NQbUaeTEOGdD6hHcre0dZ
68805,Wildest Dreams,Taylor Swift,5,8,13,9,False,2015-12-04,spotify:track:1Ov37jtRQ2YNAe8HzfczkL
